"Year","State","State ANSI","Class","Category","Metric","Remark","Domain","Domain Category","Chemical_Number","Value"
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","ABAMECTIN","122804",2.1
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","ACETAMIPRID","99050",5.1
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","BIFENAZATE","586",5.1
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","BIFENTHRIN","128825",5.1
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","CARBARYL","56801",5.1
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","CHLORANTRANILIPROLE","90100",5.1
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","CYANTRANILIPROLE","90098",5.1
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","CYFLUMETOFEN","138831",5.1
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","DIAZINON","57801",5.1
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","FENAZAQUIN","44501",5.1
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","FENPYROXIMATE","129131",5.1
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","IMIDACLOPRID","129099",5.1
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","MALATHION","57701",5.1
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","METHOXYFENOZIDE","121027",5.1
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","NALED","34401",5.1
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","NOVALURON","124002",2.6
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","SPINETORAM","110007",1.8
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","SPIROMESIFEN","24875",5.1
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","SULFOXAFLOR","5210",5.1
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","THIAMETHOXAM","60109",5.1
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","OTHER","ACIBENZOLAR-S-METHYL","61402",68
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","OTHER","CYTOKININS","116801",68
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","OTHER","ETHEPHON","99801",68
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","OTHER","INDOLEBUTYRIC ACID","46701",68
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","OTHER","METAM-POTASSIUM","39002",68
2021,"FLORIDA","12","BEARING","APPLICATIONS","MEASURED IN NUMBER","AVG","OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800",68
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","AZOXYSTROBIN","128810",33.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","BACILLUS SUBTILIS","6479",33.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","BORAX DECAHYDRATE","11102",33.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","BOSCALID","128008",33.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","CAPTAN","81301",61
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","CYFLUFENAMID","555550",33.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","CYPRODINIL","288202",65
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","DIFENOCONAZOLE","128847",33.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","FENHEXAMID","90209",33.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","FLUDIOXONIL","71503",66
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","FLUOPYRAM","80302",33.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","FOSETYL-AL","123301",33.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","MEFENOXAM","113502",33.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","MONO-POTASSIUM SALT","76416",33.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","PROPICONAZOLE","122101",33.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","PYDIFLUMETOFEN","90110",33.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","PYRACLOSTROBIN","99100",33.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","PYRIMETHANIL","288201",33.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","TETRACONAZOLE","120603",33.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","THIOPHANATE-METHYL","102001",33.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","THIRAM","79801",61
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","TOTAL",NA,66
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","TRIFLUMIZOLE","128879",33.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","HERBICIDE","CARFENTRAZONE-ETHYL","128712",33.4
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","HERBICIDE","CLETHODIM","121011",33.4
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","HERBICIDE","COPPER ETHANOLAMINE","24409",33.4
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","HERBICIDE","DIMETHENAMID","129051",33.4
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","HERBICIDE","FLUMIOXAZIN","129034",33.4
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","HERBICIDE","FLUROXYPYR 1-MHE","128968",33.4
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","HERBICIDE","GLYPHOSATE ISO. SALT","103601",33.4
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","HERBICIDE","HALOSULFURON-METHYL","128721",33.4
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","HERBICIDE","KANTOR","129108",33.4
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","HERBICIDE","TOTAL",NA,9
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","ABAMECTIN","122804",7
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","ACETAMIPRID","99050",15.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","BIFENAZATE","586",15.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","BIFENTHRIN","128825",15.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","CARBARYL","56801",15.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","CHLORANTRANILIPROLE","90100",15.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","CYANTRANILIPROLE","90098",15.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","CYFLUMETOFEN","138831",15.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","DIAZINON","57801",15.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","FENAZAQUIN","44501",15.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","FENPYROXIMATE","129131",15.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","IMIDACLOPRID","129099",15.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","MALATHION","57701",15.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","METHOXYFENOZIDE","121027",15.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","NALED","34401",15.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","NOVALURON","124002",58
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","SPINETORAM","110007",57
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","SPIROMESIFEN","24875",15.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","SULFOXAFLOR","5210",15.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","THIAMETHOXAM","60109",15.2
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","TOTAL",NA,62
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","OTHER","ACIBENZOLAR-S-METHYL","61402",201.7
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","OTHER","CYTOKININS","116801",201.7
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","OTHER","ETHEPHON","99801",201.7
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","OTHER","INDOLEBUTYRIC ACID","46701",201.7
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","OTHER","METAM-POTASSIUM","39002",201.7
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800",201.7
2021,"FLORIDA","12","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING","AVG","OTHER","TOTAL",NA,49
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","AZOXYSTROBIN","128810",5500
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS MBI 600","129082",8.2
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747","16482",8.2
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","BACILLUS PUMILUS","6485",8.2
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","BACILLUS SUBT. GB03","129068",8.2
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","BACILLUS SUBTILIS","6479",8.2
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","BLAD","30006",1200
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","BORAX DECAHYDRATE","11102",300
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","BOSCALID","128008",6200
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19","6544",8.2
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","CAPTAN","81301",283500
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","COPPER HYDROXIDE","23401",8.2
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","COPPER OCTANOATE","23306",8.2
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","CYFLUFENAMID","555550",400
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","CYPRODINIL","288202",16600
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","DIFENOCONAZOLE","128847",900
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","FENHEXAMID","90209",15000
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","FLUDIOXONIL","71503",11100
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","FLUOPYRAM","80302",3900
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","FLUXAPYROXAD","138009",3900
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","FOSETYL-AL","123301",34200
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","ISOFETAMID","270000",8.2
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","MEFENOXAM","113502",9300
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","MONO-POTASSIUM SALT","76416",8.2
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","MYCLOBUTANIL","128857",5600
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","PENTHIOPYRAD","90112",7000
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","POLYOXIN D ZINC SALT","230000",1400
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","POTASSIUM BICARBON.","73508",11300
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","PROPICONAZOLE","122101",1600
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","PYRACLOSTROBIN","99100",7400
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","PYRIMETHANIL","288201",9300
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","QUINOLINE","55459",4800
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","STREPTOMYCES LYDICUS","6327",8.2
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","SULFUR","77501",686000
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","TETRACONAZOLE","120603",600
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","THIOPHANATE-METHYL","102001",3300
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","THIRAM","79801",90900
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","TOTAL",NA,1233500
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","TRICHODERMA HARZ.","119202",8.2
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","TRIFLOXYSTROBIN","129112",4200
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","TRIFLUMIZOLE","128879",7200
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"HERBICIDE","CARFENTRAZONE-ETHYL","128712",200
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"HERBICIDE","FLUMIOXAZIN","129034",1100
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"HERBICIDE","GLUFOSINATE-AMMONIUM","128850",8.3
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"HERBICIDE","GLYPHOSATE ISO. SALT","103601",8.3
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"HERBICIDE","GLYPHOSATE POT. SALT","103613",8.3
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"HERBICIDE","NAPROPAMIDE","103001",8.3
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"HERBICIDE","OXYFLUORFEN","111601",1300
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"HERBICIDE","PARAQUAT","61601",8.3
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"HERBICIDE","PENDIMETHALIN","108501",5500
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"HERBICIDE","SULFENTRAZONE","129081",8.3
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"HERBICIDE","TOTAL",NA,10200
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","ABAMECTIN","122804",500
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","ACEQUINOCYL","6329",5400
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","ACETAMIPRID","99050",2800
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","AZADIRACHTIN","121701",800
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","BEAUVERIA BASSIANA","128924",3.8
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","BIFENAZATE","586",17900
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","BIFENTHRIN","128825",7300
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","BT KURSTAK ABTS-1857","6523",3.8
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","BT KURSTAKI ABTS-351","6522",3.8
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","BT KURSTAKI SA-11","6519",3.8
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","BT SUB AIZAWAI GC-91","6426",3.8
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","BUPROFEZIN","275100",3.8
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","BURKHOLDERIA A396 CELLS & MEDIA","6534",3.8
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","CARBARYL","56801",3.8
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","CHLORANTRANILIPROLE","90100",1900
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","CHLORPYRIFOS","59101",3.8
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA","16329",3.8
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","CYANTRANILIPROLE","90098",900
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","CYFLUMETOFEN","138831",5200
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","ETOXAZOLE","107091",1200
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","FENBUTATIN-OXIDE","104601",3.8
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","FENPROPATHRIN","127901",6000
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","FENPYROXIMATE","129131",400
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","FLONICAMID","128016",3300
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","FLUPYRADIFURONE","122304",4800
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","HELICOVERPA ZEA NPV","107300",3.8
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","HEXYTHIAZOX","128849",2300
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","IMIDACLOPRID","129099",3500
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","MALATHION","57701",56700
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","METHOXYFENOZIDE","121027",3300
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","NALED","34401",12700
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","NEEM OIL","25006",1100
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","NEEM OIL, CLAR. HYD.","25007",51600
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","NOVALURON","124002",4600
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","PIPERONYL BUTOXIDE","67501",1200
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","POTASSIUM SALTS","79021",3.8
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","PYRETHRINS","69001",200
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","PYRIDABEN","129105",3.8
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","PYRIPROXYFEN","129032",100
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","SOYBEAN OIL","31605",3.8
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","SPINETORAM","110007",2300
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","SPINOSAD","110003",600
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","SPIROMESIFEN","24875",1800
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","SULFOXAFLOR","5210",1000
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","THIAMETHOXAM","60109",1400
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","TOTAL",NA,212600
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","ZETA-CYPERMETHRIN","129064",3.8
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"OTHER","ACIBENZOLAR-S-METHYL","61402",50.2
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"OTHER","AUREOBASIDIUM PULLULANS DSM 14940","46010",50.2
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"OTHER","AUREOBASIDIUM PULLULANS DSM 14941","36010",50.2
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"OTHER","BT KURSTAKI SA-12","6518",50.2
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"OTHER","CAPRIC ACID","128955",50.2
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"OTHER","CAPRYLIC ACID","128919",50.2
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"OTHER","CHLOROPICRIN","81501",6146600
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"OTHER","DICHLOROPROPENE","29001",1045700
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"OTHER","FLUTRIAFOL","128940",1700
2019,"CALIFORNIA","06","BEARING","APPLICATIONS","MEASURED IN LB",NA,"OTHER","GLIOCLADIUM VIRENS","129000",50.2
