"Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Class","Method","Marketing_channels","Utilizations","Category","Metric","Remark","Domain","Domain Category","Chemical_Number","Value","CV (%)"
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"DUNN","033",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,7,85.4
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"DUNN","033",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"DUNN","033",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,6,43.3
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"DUNN","033",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,6,40.5
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"DUNN","033",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,42
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"EAU CLAIRE","035",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,20,99.1
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"EAU CLAIRE","035",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,25,85.4
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"EAU CLAIRE","035",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,6,83.1
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"EAU CLAIRE","035",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,12,43.3
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"EAU CLAIRE","035",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,12,40.5
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"EAU CLAIRE","035",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,4,42
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"LA CROSSE","063",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"LA CROSSE","063",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"LA CROSSE","063",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"LA CROSSE","063",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,43.3
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"LA CROSSE","063",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,40.5
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"LA CROSSE","063",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,42
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"MONROE","081",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"MONROE","081",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"MONROE","081",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"MONROE","081",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,43.3
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"MONROE","081",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,4,40.5
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"MONROE","081",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,42
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"PEPIN","091",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"PEPIN","091",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"PEPIN","091",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"PEPIN","091",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"PEPIN","091",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"PEPIN","091",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"PIERCE","093",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"PIERCE","093",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"PIERCE","093",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,43.3
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"PIERCE","093",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,40.5
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"ST CROIX","109",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"ST CROIX","109",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,4,85.4
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"ST CROIX","109",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"ST CROIX","109",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,43.3
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"ST CROIX","109",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,40.5
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"ST CROIX","109",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,0.05
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"TREMPEALEAU","121",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,11,99.1
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"TREMPEALEAU","121",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,22,85.4
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"TREMPEALEAU","121",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,11,83.1
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"TREMPEALEAU","121",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,5,43.3
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"TREMPEALEAU","121",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,5,40.5
"CENSUS",2022,"YEAR","COUNTY","WISCONSIN","55","WEST CENTRAL",40,"TREMPEALEAU","121",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,42
"CENSUS",2022,"YEAR","COUNTY","WYOMING","56","NORTHWEST",10,"PARK","029",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WYOMING","56","NORTHWEST",10,"PARK","029",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WYOMING","56","NORTHWEST",10,"PARK","029",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,99.95
"CENSUS",2022,"YEAR","COUNTY","WYOMING","56","NORTHWEST",10,"PARK","029",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,99.95
"CENSUS",2022,"YEAR","COUNTY","WYOMING","56","SOUTHEAST",50,"PLATTE","031",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WYOMING","56","SOUTHEAST",50,"PLATTE","031",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WYOMING","56","SOUTHEAST",50,"PLATTE","031",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,99.95
"CENSUS",2022,"YEAR","COUNTY","WYOMING","56","SOUTHEAST",50,"PLATTE","031",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,99.95
"CENSUS",2022,"YEAR","COUNTY","WYOMING","56","WEST",30,"TETON","039",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WYOMING","56","WEST",30,"TETON","039",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","WYOMING","56","WEST",30,"TETON","039",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,99.95
"CENSUS",2022,"YEAR","COUNTY","WYOMING","56","WEST",30,"TETON","039",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,99.95
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES BEARING",NA,NA,"AREA GROWN","0.1 TO 0.9 ACRES",NA,963,5.6
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES BEARING",NA,NA,"AREA GROWN","1.0 TO 4.9 ACRES",NA,3195,5.9
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES BEARING",NA,NA,"AREA GROWN","100 OR MORE ACRES",NA,46265,25.3
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES BEARING",NA,NA,"AREA GROWN","15.0 TO 24.9 ACRES",NA,2514,20
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES BEARING",NA,NA,"AREA GROWN","25.0 TO 49.9 ACRES",NA,4231,13
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES BEARING",NA,NA,"AREA GROWN","5.0 TO 14.9 ACRES",NA,3396,8.6
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES BEARING",NA,NA,"AREA GROWN","50.0 TO 99.9 ACRES",NA,10146,50.5
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,70709,15.4
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN",NA,NA,"AREA GROWN","0.1 TO 0.9 ACRES",NA,1199,6.2
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN",NA,NA,"AREA GROWN","1.0 TO 4.9 ACRES",NA,3729,5.3
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN",NA,NA,"AREA GROWN","100 OR MORE ACRES",NA,46931,25
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN",NA,NA,"AREA GROWN","15.0 TO 24.9 ACRES",NA,2758,19.1
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN",NA,NA,"AREA GROWN","25.0 TO 49.9 ACRES",NA,4441,12.7
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN",NA,NA,"AREA GROWN","5.0 TO 14.9 ACRES",NA,3942,7.9
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN",NA,NA,"AREA GROWN","50.0 TO 99.9 ACRES",NA,10461,47.6
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,73462,15.3
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"AREA GROWN","0.1 TO 0.9 ACRES",NA,236,13.2
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"AREA GROWN","1.0 TO 4.9 ACRES",NA,535,5.1
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"AREA GROWN","100 OR MORE ACRES",NA,666,4.2
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"AREA GROWN","15.0 TO 24.9 ACRES",NA,244,34.1
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"AREA GROWN","25.0 TO 49.9 ACRES",NA,210,37.3
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"AREA GROWN","5.0 TO 14.9 ACRES",NA,547,9.9
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"AREA GROWN","50.0 TO 99.9 ACRES",NA,315,99.95
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2753,15.5
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"AREA GROWN","0.1 TO 0.9 ACRES",NA,4690,6.4
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"AREA GROWN","1.0 TO 4.9 ACRES",NA,1812,6.1
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"AREA GROWN","100 OR MORE ACRES",NA,161,25.4
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"AREA GROWN","15.0 TO 24.9 ACRES",NA,146,17.2
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"AREA GROWN","25.0 TO 49.9 ACRES",NA,131,11.9
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"AREA GROWN","5.0 TO 14.9 ACRES",NA,510,7.3
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"AREA GROWN","50.0 TO 99.9 ACRES",NA,146,44
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,7596,5.7
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"AREA GROWN","0.1 TO 0.9 ACRES",NA,5508,7
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"AREA GROWN","1.0 TO 4.9 ACRES",NA,1884,5.7
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"AREA GROWN","100 OR MORE ACRES",NA,161,25.4
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"AREA GROWN","15.0 TO 24.9 ACRES",NA,147,18.3
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"AREA GROWN","25.0 TO 49.9 ACRES",NA,131,11.9
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"AREA GROWN","5.0 TO 14.9 ACRES",NA,514,7.3
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"AREA GROWN","50.0 TO 99.9 ACRES",NA,146,44
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,8491,5.8
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"AREA GROWN","0.1 TO 0.9 ACRES",NA,1270,13.7
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"AREA GROWN","1.0 TO 4.9 ACRES",NA,562,6.4
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"AREA GROWN","100 OR MORE ACRES",NA,17,27.9
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"AREA GROWN","15.0 TO 24.9 ACRES",NA,43,19
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"AREA GROWN","25.0 TO 49.9 ACRES",NA,22,40.9
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"AREA GROWN","5.0 TO 14.9 ACRES",NA,200,8.2
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"AREA GROWN","50.0 TO 99.9 ACRES",NA,16,72.6
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2130,8.4
"CENSUS",2022,"YEAR","STATE","ALABAMA","01",NA,NA,NA,NA,NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,162,16.9
"CENSUS",2022,"YEAR","STATE","ALABAMA","01",NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,171,17.5
"CENSUS",2022,"YEAR","STATE","ALABAMA","01",NA,NA,NA,NA,NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,9,80
"CENSUS",2022,"YEAR","STATE","ALABAMA","01",NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,107,19.7
"CENSUS",2022,"YEAR","STATE","ALABAMA","01",NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,119,17.5
"CENSUS",2022,"YEAR","STATE","ALABAMA","01",NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,18,26.9
"CENSUS",2022,"YEAR","STATE","ALASKA","02",NA,NA,NA,NA,NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,11,0.05
"CENSUS",2022,"YEAR","STATE","ALASKA","02",NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,14,0.05
"CENSUS",2022,"YEAR","STATE","ALASKA","02",NA,NA,NA,NA,NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,0.05
"CENSUS",2022,"YEAR","STATE","ALASKA","02",NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,45,0.05
"CENSUS",2022,"YEAR","STATE","ALASKA","02",NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,50,0.05
"CENSUS",2022,"YEAR","STATE","ALASKA","02",NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,8,0.05
"CENSUS",2022,"YEAR","STATE","ARIZONA","04",NA,NA,NA,NA,NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,29.4
"CENSUS",2022,"YEAR","STATE","ARIZONA","04",NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,4,33.8
"CENSUS",2022,"YEAR","STATE","ARIZONA","04",NA,NA,NA,NA,NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,93.3
"CENSUS",2022,"YEAR","STATE","ARIZONA","04",NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,16,25.8
"CENSUS",2022,"YEAR","STATE","ARIZONA","04",NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,24,15.8
"CENSUS",2022,"YEAR","STATE","ARIZONA","04",NA,NA,NA,NA,NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,9,38
"CENSUS",2022,"YEAR","STATE","ARKANSAS","05",NA,NA,NA,NA,NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,116,33.4
"CENSUS",2022,"YEAR","STATE","ARKANSAS","05",NA,NA,NA,NA,NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,128,33
"CENSUS",2022,"YEAR","STATE","ARKANSAS","05",NA,NA,NA,NA,NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,12,42.1
