"Year","Period","Geo Level","State","State ANSI","Marketing_channels","Utilizations","Category","Metric","Remark","Value"
2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36",NA,NA,"ACRES PLANTED",NA,NA,800
2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36",NA,NA,"PRODUCTION","MEASURED IN $",NA,6229000
2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36",NA,NA,"PRODUCTION","MEASURED IN CWT",NA,30800
2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36",NA,NA,"YIELD","MEASURED IN CWT / ACRE",NA,44
2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36","FRESH MARKET",NA,"PRODUCTION","MEASURED IN $",NA,542037.3
2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36","FRESH MARKET","UTILIZED","PRODUCTION","MEASURED IN CWT",NA,542037.3
2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36",NA,NA,"NOT SOLD PRODUCTION","MEASURED IN CWT",NA,200
2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36","PROCESSING",NA,"PRODUCTION","MEASURED IN $",NA,542037.3
2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36","PROCESSING","UTILIZED","PRODUCTION","MEASURED IN CWT",NA,542037.3
2018,"YEAR - AUG FORECAST","STATE","NEW YORK","36",NA,"UTILIZED","PRODUCTION","MEASURED IN CWT",NA,30600
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,NA,"ACRES HARVESTED",NA,NA,1000
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,NA,"ACRES PLANTED",NA,NA,1100
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,NA,"PRODUCTION","MEASURED IN $",NA,21375000
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,NA,"PRODUCTION","MEASURED IN CWT",NA,125000
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,NA,"YIELD","MEASURED IN CWT / ACRE",NA,125
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37","FRESH MARKET",NA,"PRODUCTION","MEASURED IN $",NA,21375000
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37","FRESH MARKET","UTILIZED","PRODUCTION","MEASURED IN CWT",NA,125000
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,NA,"NOT SOLD PRODUCTION","MEASURED IN CWT",NA,0
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37","PROCESSING",NA,"PRODUCTION","MEASURED IN $",NA,0
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37","PROCESSING","UTILIZED","PRODUCTION","MEASURED IN CWT",NA,0
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37","PROCESSING","UTILIZED","PRODUCTION","MEASURED IN TONS",NA,0
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","37",NA,"UTILIZED","PRODUCTION","MEASURED IN CWT",NA,125000
2018,"YEAR - AUG FORECAST","STATE","OREGON","41",NA,NA,"ACRES HARVESTED",NA,NA,1100
2018,"YEAR - AUG FORECAST","STATE","OREGON","41",NA,NA,"ACRES PLANTED",NA,NA,1300
2018,"YEAR - AUG FORECAST","STATE","OREGON","41",NA,NA,"PRODUCTION","MEASURED IN $",NA,11687000
2018,"YEAR - AUG FORECAST","STATE","OREGON","41",NA,NA,"PRODUCTION","MEASURED IN CWT",NA,110000
2018,"YEAR - AUG FORECAST","STATE","OREGON","41",NA,NA,"YIELD","MEASURED IN CWT / ACRE",NA,100
2018,"YEAR - AUG FORECAST","STATE","OREGON","41","FRESH MARKET",NA,"PRODUCTION","MEASURED IN $",NA,1188563.4
2018,"YEAR - AUG FORECAST","STATE","OREGON","41","FRESH MARKET","UTILIZED","PRODUCTION","MEASURED IN CWT",NA,1188563.4
2018,"YEAR - AUG FORECAST","STATE","OREGON","41",NA,NA,"NOT SOLD PRODUCTION","MEASURED IN CWT",NA,700
2018,"YEAR - AUG FORECAST","STATE","OREGON","41","PROCESSING",NA,"PRODUCTION","MEASURED IN $",NA,1188563.4
2018,"YEAR - AUG FORECAST","STATE","OREGON","41","PROCESSING","UTILIZED","PRODUCTION","MEASURED IN CWT",NA,1188563.4
2018,"YEAR - AUG FORECAST","STATE","OREGON","41",NA,"UTILIZED","PRODUCTION","MEASURED IN CWT",NA,109300
2018,"YEAR - AUG FORECAST","STATE","OTHER STATES",NA,"FRESH MARKET",NA,"PRODUCTION","MEASURED IN $",NA,12288000
2018,"YEAR - AUG FORECAST","STATE","OTHER STATES",NA,"FRESH MARKET","UTILIZED","PRODUCTION","MEASURED IN CWT",NA,58100
2018,"YEAR - AUG FORECAST","STATE","OTHER STATES",NA,"PROCESSING",NA,"PRODUCTION","MEASURED IN $",NA,14795000
2018,"YEAR - AUG FORECAST","STATE","OTHER STATES",NA,"PROCESSING","UTILIZED","PRODUCTION","MEASURED IN CWT",NA,167600
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53",NA,NA,"ACRES HARVESTED",NA,NA,820
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53",NA,NA,"ACRES PLANTED",NA,NA,900
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53",NA,NA,"PRODUCTION","MEASURED IN $",NA,9167000
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53",NA,NA,"PRODUCTION","MEASURED IN CWT",NA,86100
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53",NA,NA,"YIELD","MEASURED IN CWT / ACRE",NA,105
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53","FRESH MARKET",NA,"PRODUCTION","MEASURED IN $",NA,872123.6
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53","FRESH MARKET","UTILIZED","PRODUCTION","MEASURED IN CWT",NA,872123.6
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53",NA,NA,"NOT SOLD PRODUCTION","MEASURED IN CWT",NA,300
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53","PROCESSING",NA,"PRODUCTION","MEASURED IN $",NA,872123.6
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53","PROCESSING","UTILIZED","PRODUCTION","MEASURED IN CWT",NA,872123.6
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","53",NA,"UTILIZED","PRODUCTION","MEASURED IN CWT",NA,85800
